Category,Product,Unit,Price,Slash Price,Savings,Percent savings,Unit Cost,Details Link,Start URL
Bathroom Roll,Vinda Deluxe Smooth Feel Toilet Tissue (3ply) 250pcs x 8,250pcs x 8,24.45,,,,,"<a href=""https://jgut.jayagrocer.com/products/vinda-delux-3ply-b-tissue-sf-8x250s?variant=40940372164769"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/bathroom-roll"" target=""_blank"">Start URL</a>"
Bathroom Roll,Vinda Deluxe Smooth Feel Toilet Tissue 3ply 250pcs x 16,250pcs x 16,35.95,,,,,"<a href=""https://jgut.jayagrocer.com/products/vinda-deluxe-smooth-feel-toilet-tissue-3ply-250pcs-x-16?variant=43035545436321"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/bathroom-roll"" target=""_blank"">Start URL</a>"
Beverages,100 Plus Active Replenish Isotonic Drink (Bottle) 500ml,500 ml,2.30,,,,,"<a href=""https://jgut.jayagrocer.com/products/100-plus-active-500ml-1?variant=41974889349281"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/beverages"" target=""_blank"">Start URL</a>"
Beverages,100 Plus Lemon Lime 1.5L,1.5 liter,3.90,,,,,"<a href=""https://jgut.jayagrocer.com/products/100-plus-lemon-lime-1-5l?variant=44680663466145"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/beverages"" target=""_blank"">Start URL</a>"
Beverages,100 Plus Original Isotonic Drink (Can) 325ml,325 ml,1.90,,,,,"<a href=""https://jgut.jayagrocer.com/products/100-plus-original-isotonic-drink-325ml-1?variant=40939270013089"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/beverages"" target=""_blank"">Start URL</a>"
Beverages,100 Plus Original Zero Sugar Can 325ml,325 ml,10.50,,,,,"<a href=""https://jgut.jayagrocer.com/products/100-plus-original-zero-sugar-can-325ml?variant=44680663728289"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/beverages"" target=""_blank"">Start URL</a>"
Beverages,100 Plus Pro High Protein 500ml,500 ml,6.10,,,,,"<a href=""https://jgut.jayagrocer.com/products/100-plus-pro-high-protein-500ml?variant=44680663564449"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/beverages"" target=""_blank"">Start URL</a>"
Beverages,100 Plus Reduced Sugar Original Isotonic Drink 1.5L,1.5 liter,3.90,,,,,"<a href=""https://jgut.jayagrocer.com/products/100-plus-reduced-sugar-original-isotonic-drink-1-5l-1?variant=40940427640993"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/beverages"" target=""_blank"">Start URL</a>"
Beverages,100 Plus Zero Sugar Isotonic Drink 1.5L,1.5 liter,3.90,,,,,"<a href=""https://jgut.jayagrocer.com/products/100-plus-zero-sugar-isotonic-drink-1-5l?variant=43337881649313"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/beverages"" target=""_blank"">Start URL</a>"
Beverages,137 Almond Milk with Avocado 180ml x 3,180 ml x 3,15.90,,,,5.30,"<a href=""https://jgut.jayagrocer.com/products/137-almond-milk-with-avocado-180ml-x-3?variant=44739840213153"" target=""_blank"">Link</a>","<a href=""https://jgut.jayagrocer.com/collections/beverages"" target=""_blank"">Start URL</a>"
