Category,Product,Unit,Price,Slash Price,Savings,Percent savings,Unit Cost,Cost per 100g/ml,Details Link,Start URL
Cereal & Breakfast,CED Organic Instant Oats,450 g,7.99,9.45,1.46,15.40,,1.78,https://myaeon2go.com/product/16324/organic-instant-oats,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,CED Organic Rolled Oats Regular,450 g,7.99,9.45,1.46,15.40,,1.78,https://myaeon2go.com/product/1967/organic-rolled-oats-regular,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,CED Peanut Butter,,13.99,15.80,1.81,11.50,,,https://myaeon2go.com/product/1963/peanut-butter-crunchy,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,CED Peanut Butter Chocolate Stripes,500 g,13.99,15.80,1.81,11.50,,2.80,https://myaeon2go.com/product/1964/peanut-butter-chocolate-stripes,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,CED Peanut Butter Creamy,500 g,13.99,15.80,1.81,11.50,,2.80,https://myaeon2go.com/product/5352/peanut-butter-creamy,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,CED Peanut Butter Crunchy,500 g,13.99,15.80,1.81,11.50,,2.80,https://myaeon2go.com/product/1963/peanut-butter-crunchy,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,CED Peanut Butter Honey Stripes,500 g,13.99,15.80,1.81,11.50,,2.80,https://myaeon2go.com/product/32586/peanut-butter-honey-stripes,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,CED Pure Honey Squeezed Bottle,380 g,10.50,,,,,2.76,https://myaeon2go.com/product/1966/pure-honey-squeezed-bottle,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Capilano Honey Pail,1 kg,50.10,,,,,,https://myaeon2go.com/product/1957/honey-pail,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Capilano Pure Honey,500 g,26.00,,,,,5.20,https://myaeon2go.com/product/9141/pure-honey,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Capilano Pure Honey (Upside Down Squeeze),340 g,22.80,,,,,6.71,https://myaeon2go.com/product/5337/pure-honey-%28upside-down-squeeze%29,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Capilano Pure Honey Twist & Squeeze,400 g,24.45,,,,,6.11,https://myaeon2go.com/product/1958/pure-honey-twist-&-squeeze,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Captain Instant Oat Porridge Pack Honey & Raisins,320 g,6.70,,,,,2.09,https://myaeon2go.com/product/36408/instant-oat-porridge-pack-honey-&-raisins,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Captain Instant Rolled Oat-Foil Pack,800 g,9.95,,,,,1.24,https://myaeon2go.com/product/12310/instant-rolled-oat-foil-pack,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Captain Oats Instant Oatmeal (Foil Pack),800 g,9.95,,,,,1.24,https://myaeon2go.com/product/9144/instant-oatmeal-%28foil-pack%29,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Captain Oats Instant Oatmeal (Jar),1 kg,13.45,,,,,,https://myaeon2go.com/product/9143/instant-oatmeal-%28jar%29,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Captain Oats Instant Oats,500 g,7.75,,,,,1.55,https://myaeon2go.com/product/5338/instant-oats,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Captain Oats Instant Oats,800 g,9.95,,,,,1.24,https://myaeon2go.com/product/1960/instant-oats,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Captain Oats Quick Cook Oatmeal,800 g,9.95,,,,,1.24,https://myaeon2go.com/product/9142/quick-cook-oatmeal,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Captain Quick Cooking Oats,500 g,7.75,,,,,1.55,https://myaeon2go.com/product/12396/quick-cooking-oats,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,"Carman's Almond, Hazelnut & Vanilla Roasted Nut Bars",175 g,24.56,,,,,14.03,https://myaeon2go.com/product/36744/almond%2C-hazelnut-&-vanilla-roasted-nut-bars,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Carman's Classic Fruit & Nut Toasted Muesli,500 g,28.95,,,,,5.79,https://myaeon2go.com/product/36778/classic-fruit-&-nut-toasted-muesli,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Carman's Dark Chocolate Espresso Roasted Nut Bars,160 g,24.56,,,,,15.35,https://myaeon2go.com/product/36707/dark-chocolate-espresso-roasted-nut-bars,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Carman's Greek Style Yoghurt & Berry Protein Bars,200 g,24.56,,,,,12.28,https://myaeon2go.com/product/36796/greek-style-yoghurt-&-berry-protein-bars,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Carman's Original Toasted Fruit Free Muesli,500 g,28.95,,,,,5.79,https://myaeon2go.com/product/36755/original-toasted-fruit-free-muesli,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Chivers Strawberry Jam,340 g,13.05,,,,,3.84,https://myaeon2go.com/product/1968/strawberry-jam,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Daisy Peanut Butter 340 g,,9.06,,,,,,https://myaeon2go.com/product/5441/peanut-butter-crunchy,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Daisy Peanut Butter Creamy,500 g,12.69,,,,,2.54,https://myaeon2go.com/product/5443/peanut-butter-creamy,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Daisy Peanut Butter Creamy,340 g,9.06,,,,,2.66,https://myaeon2go.com/product/5440/peanut-butter-creamy,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Daisy Peanut Butter Crunchy,340 g,9.06,,,,,2.66,https://myaeon2go.com/product/5441/peanut-butter-crunchy,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Daisy Seri Kaya,480 g,7.50,,,,,1.56,https://myaeon2go.com/product/9102/seri-kaya,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Delfi Choco Spread,,16.99,17.55,0.56,3.20,,,https://myaeon2go.com/product/1969/choco-spread-choco-hazelnut,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Delfi Choco Spread Choco Hazelnut,350 g,16.99,17.55,0.56,3.20,,4.85,https://myaeon2go.com/product/1969/choco-spread-choco-hazelnut,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Delfi Choco Spread Choco Hazelnut & Milk,350 g,16.99,17.55,0.56,3.20,,4.85,https://myaeon2go.com/product/1971/choco-spread-choco-hazelnut-&-milk,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Delfi Choco Spread Double Hazelnut,350 g,16.99,18.80,1.81,9.60,,4.85,https://myaeon2go.com/product/1972/choco-spread-double-hazelnut,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Delfi Choco Spread Rich Choco,350 g,16.99,17.55,0.56,3.20,,4.85,https://myaeon2go.com/product/1970/choco-spread-rich-choco,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Den Gamle Fabrik Orange Jam,380 g,23.89,,,,,6.29,https://myaeon2go.com/product/16760/orange-jam,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Dollee Pandan Kaya,330 g,13.37,,,,,4.05,https://myaeon2go.com/product/14688/pandan-kaya,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Dollee Traditional Kaya,330 g,13.37,,,,,4.05,https://myaeon2go.com/product/14646/traditional-kaya,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,EFS 100% Natural Honey,1 kg,29.90,,,,,,https://myaeon2go.com/product/47922/efs-100%25-natural-honey-1-kg,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,EFS Multi Flora Honey,375 g,13.49,,,,,3.60,https://myaeon2go.com/product/9489/multi-flora-honey,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,EFS Pure Honey,500 g,15.75,,,,,3.15,https://myaeon2go.com/product/1973/pure-honey,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Earth Honey Wild Flower (Cream Type),800 g,72.80,,,,,9.10,https://myaeon2go.com/product/20559/wild-flower-%28cream-type%29,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Earth Organic Adzuki Bean,450 g,14.50,,,,,3.22,https://myaeon2go.com/product/19335/adzuki-bean,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Earth Organic Blackstrap Molasses (Thick),900 g,17.90,,,,,1.99,https://myaeon2go.com/product/20200/blackstrap-molasses-%28thick%29,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Earth Organic Instant Baby Oat,500 g,9.73,,,,,1.95,https://myaeon2go.com/product/20668/instant-baby-oat,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Earth Organic Pearl Barley,450 g,8.30,,,,,1.84,https://myaeon2go.com/product/20323/pearl-barley,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Earth Organic Regular Rolled Oat,500 g,10.50,,,,,2.10,https://myaeon2go.com/product/20713/regular-rolled-oat,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Ecobrown's Cereal Plus Brown Rice Cereal Drink,12 's x 28 g,13.99,,,,1.17,,https://myaeon2go.com/product/16770/cereal-plus-brown-rice-cereal-drink,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Ecobrown's Cocoa Plus Brown Rice Chocolate Drink,12 's x 35 g,13.99,,,,1.17,,https://myaeon2go.com/product/17029/cocoa-plus-brown-rice-chocolate-drink,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Ecobrown's Coffee Plus Brown Rice Coffee Drnk,12 's x 30 g,13.99,,,,1.17,,https://myaeon2go.com/product/17310/coffee-plus-brown-rice-coffee-drnk,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Eva Blackcurrant Jam,450 g,7.88,,,,,1.75,https://myaeon2go.com/product/11881/blackcurrant-jam,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Eva Honey,500 g,12.90,,,,,2.58,https://myaeon2go.com/product/34356/honey,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Eva Strawberry Jam,450 g,7.88,,,,,1.75,https://myaeon2go.com/product/9059/strawberry-jam,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Farmer Fresh Instant Oats,1 kg,11.60,,,,,,https://myaeon2go.com/product/5594/instant-oats,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Farmer Fresh Quick Cooking Oat,1 kg,11.60,,,,,,https://myaeon2go.com/product/12100/quick-cooking-oat,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Farmer Fresh Rolled Oats,1 kg,11.60,,,,,,https://myaeon2go.com/product/9660/rolled-oats,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Gardenia Delicia Chocolate Spread Hazelnut,200 g,12.10,,,,,6.05,https://myaeon2go.com/product/1976/delicia-chocolate-spread-hazelnut,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Gold Choice 3 In 1 Instant Coarse Rice,15 x 30 g,14.85,,,,0.99,3.30,https://myaeon2go.com/product/16994/3-in-1-instant-coarse-rice,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Gold Choice Nutra 8 Apple Cereal,15 x 30 g,11.95,,,,0.80,2.66,https://myaeon2go.com/product/12226/nutra-8-apple-cereal,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Gold Choice Nutra 8 Instant Black Sesame Cereal,12 x 35 g,16.05,,,,1.34,3.82,https://myaeon2go.com/product/12273/nutra-8-instant-black-sesame-cereal,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Greenmax Black Bean & Whole Grains Meal,14 x 30 g,26.46,,,,1.89,6.30,https://myaeon2go.com/product/12343/black-bean-&-whole-grains-meal,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Greenmax Black Sesame Cereal,12 x 30 g,26.46,,,,2.21,7.35,https://myaeon2go.com/product/5708/black-sesame-cereal,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Greenmax Yam & Mixed Cereal Powder,13 x 35 g,26.46,,,,2.04,5.82,https://myaeon2go.com/product/12267/yam-&-mixed-cereal-powder,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Griffin's Muesli Bar Hundreds & Thousands 6 Bars,180 g,13.99,15.90,1.91,12.00,,7.77,https://myaeon2go.com/product/55942/griffin%27s-muesli-bar-hundreds-&-thousands-6-bars-180-g,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Hero Blueberry Jam,340 g,15.40,,,,,4.53,https://myaeon2go.com/product/9086/blueberry-jam,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Hero Jam Black Cherry,340 g,14.27,,,,,4.20,https://myaeon2go.com/product/12183/jam-black-cherry,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Jif Peanut Butter Creamy,16 oz,16.99,18.70,1.71,9.10,,,https://myaeon2go.com/product/9276/peanut-butter-creamy,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Jobbie Classic Chunky Peanut Butter,380 g,25.30,,,,,6.66,https://myaeon2go.com/product/17181/classic-chunky-peanut-butter,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Jobbie Pure Creamy Pure Peanut Butter,380 g,28.65,,,,,7.54,https://myaeon2go.com/product/17180/pure-creamy-pure-peanut-butter,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Kalbe Fitbar Fruits Delight,5's x 22 g,12.90,,,,2.58,,https://myaeon2go.com/product/34622/fitbar-fruits-delight,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Kalbe Fitbar Tiramisu Delight,5's x 22 g,12.90,,,,2.58,,https://myaeon2go.com/product/34664/fitbar-tiramisu-delight,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Kellogg'S Granola Deluxe Nut,220 g,23.49,,,,,10.68,https://myaeon2go.com/product/43711/granola-deluxe-nut,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Kellogg's Coco Galaxy,300 g,13.79,14.86,1.07,7.20,,4.60,https://myaeon2go.com/product/34495/coco-galaxy,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Kellogg's Coco Galaxy,170 g,9.90,,,,,5.82,https://myaeon2go.com/product/34505/coco-galaxy,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Kellogg's Coco Pops,350 g,13.79,14.86,1.07,7.20,,3.94,https://myaeon2go.com/product/5845/coco-pops,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Kellogg's Coco Pops,190 g,9.89,,,,,5.21,https://myaeon2go.com/product/5844/coco-pops,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Kellogg's Corn Flakes Jumbo Pack,500 g,13.69,16.05,2.36,14.70,,2.74,https://myaeon2go.com/product/1980/corn-flakes-jumbo-pack,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Kellogg's Cornflakes,275 g,7.99,8.89,0.90,10.10,,2.91,https://myaeon2go.com/product/5847/cornflakes,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Kellogg's Cornflakes,150 g,5.90,,,,,3.93,https://myaeon2go.com/product/5848/cornflakes,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Kellogg's Dark Chocolate Granola,220 g,23.48,,,,,10.67,https://myaeon2go.com/product/24963/dark-chocolate-granola,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Kellogg's Energy Bar K Crunchy Nut,4 x 30 g,15.90,,,,3.98,13.25,https://myaeon2go.com/product/34470/energy-bar-k-crunchy-nut,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Kellogg's Froot Loops,285 g,13.79,14.86,1.07,7.20,,4.84,https://myaeon2go.com/product/5849/froot-loops,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Kellogg's Froot Loops,150 g,9.89,,,,,6.59,https://myaeon2go.com/product/9108/froot-loops,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Kellogg's Frosties,300 g,13.79,14.86,1.07,7.20,,4.60,https://myaeon2go.com/product/1981/frosties,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Kellogg's Frosties,175 g,9.89,,,,,5.65,https://myaeon2go.com/product/5850/frosties,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Kellogg's Granola Boos+ High Vit D + Calcium,200 g,23.50,,,,,11.75,https://myaeon2go.com/product/56822/kellogg%27s-granola-boos+-high-vit-d-+-calcium-200-g,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Kellogg's Granola Boos+ Protein Extra,200 g,23.50,,,,,11.75,https://myaeon2go.com/product/56821/kellogg%27s-granola-boos+-protein-extra-200-g,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Kellogg's LCMS Rice Bubbles Chocolate Chip,5 x 20 g,11.90,,,,2.38,11.90,https://myaeon2go.com/product/34494/lcms-rice-bubbles-chocolate-chip,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Kellogg's LCMS Rice Bubbles Kaleidos,5 x 20 g,11.90,,,,2.38,11.90,https://myaeon2go.com/product/34456/lcms-rice-bubbles-kaleidos,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
Cereal & Breakfast,Kellogg's LCMS Split Stix Yoghurty,5 x 22 g,11.90,,,,2.38,10.82,https://myaeon2go.com/product/34450/lcms-split-stix-yoghurty,https://myaeon2go.com/products/category/1259855/cereal-&-breakfast/pages/1-3
